STAT_CODE,STAT_NAME,GRP_CODE,GRP_NAME,ITEM_CODE,ITEM_NAME,P_ITEM_CODE,P_ITEM_NAME,CYCLE,START_TIME,END_TIME,DATA_CNT,UNIT_NAME,WEIGHT
501Y051,"5.3.4. 재무상태표(2008~2010, 표본조사)",Group1,업종코드,C107,C107 기타 식품,C10,C10 식료품,A,2008,2010,129,,
501Y051,"5.3.4. 재무상태표(2008~2010, 표본조사)",Group1,업종코드,C11,C11 음료,C,C 제조업,A,2008,2010,387,,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HALL,주택보유수 1),,,A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HBUS,부산,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HCHB,충북,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HCHN,충남,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HCPT,수도권,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HDEG,대구,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HDEJ,대전,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HGAN,세종,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HGWA,광주,HALL,주택보유수 1),A,2005,2022,18,천호,
901Y106,8.4.7. 주택보유수/주택보급률,Group1,계정항목,HGYE,경기,HALL,주택보유수 1),A,2005,2022,18,천호,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0920,비은행금융기관,,,A,2004,2023,422,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0920,비은행금융기관,,,M,200409,202410,5101,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0920,비은행금융기관,,,Q,2004Q3,2024Q3,1706,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0520,종합금융회사,,,A,2004,2023,422,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0520,종합금융회사,,,M,200409,202410,5087,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0520,종합금융회사,,,Q,2004Q3,2024Q3,1706,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0610,신탁회사,,,A,2004,2023,422,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0610,신탁회사,,,M,200409,202410,5101,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0610,신탁회사,,,Q,2004Q3,2024Q3,1706,십억원 ,
141Y007,1.2.3.5.1. 비은행예금취급기관 지역별 여신(말잔),Group1,보고기관,0620,상호저축은행,,,A,2004,2023,422,십억원 ,
291Y524,"2.4.10. 주택 시가총액(명목, 연말기준)",Group1,계정항목,REG00,전국,,,A,2000,2023,24,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,10,GDP,,,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,1001,정보통신산업,10,GDP,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,11,설비투자(지식재산생산물투자 포함),,,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,1101,정보통신부문 설비투자,11,설비투자(지식재산생산물투자 포함),Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,12,민간소비,,,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,1201,정보통신부문 민간소비,12,민간소비,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,13,재화수출,,,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,1301,정보통신부문 재화수출,13,재화수출,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,14,재화수입,,,Q,1995Q1,2024Q3,119,십억원 ,
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Group1,계정항목,1401,정보통신부문 재화수입,14,재화수입,Q,1995Q1,2024Q3,119,십억원 ,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I1700000,농림업,,,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0000,농업총계,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0001,재배업,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0002,식량작물,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0003,미곡,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0004,맥류,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0005,겉보리,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0006,쌀보리,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0007,맥주보리,I1700000,농림업,A,1965,2023,59,2020=100,
901Y016,8.2.2. 농림생산지수,Group1,계정항목,I17A0008,밀,I1700000,농림업,A,1965,2023,59,2020=100,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AA,제조업 업황BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AB,제조업 매출BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AC,제조업 생산BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AD,제조업 신규수주BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AE,제조업 채산성BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AF,제조업 제품판매가격BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AG,제조업 제품재고BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AH,제조업 생산설비BSI,A,제조업,M,201301,202405,2878,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AI,제조업 설비투자BSI,A,제조업,M,201301,202412,3024,,
512Y019,6.1.5.1. 지역별 기업경기조사(실적(2013.1~)),Group1,BSI코드,AJ,제조업 인력사정BSI,A,제조업,M,201301,202412,3024,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,ZZZ00,전산업,,,A,2002,2007,259,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,B,B 어업,,,A,1998,2007,383,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,C,C 광업,,,A,1998,2007,383,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,D,D 제조업,,,A,1998,2007,1149,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,D15,D15 음식료품,D,D 제조업,A,1998,2007,1149,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,D151,"D151 고기, 과실, 채소 및 유지가공업",D15,D15 음식료품,A,1998,2007,383,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,D152,D152 낙농제품 및 아이스크림,D15,D15 음식료품,A,1998,2007,383,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,D153,"D153 곡물가공품, 전분 및 사료",D15,D15 음식료품,A,1998,2007,383,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,D154,D154 기타 식품,D15,D15 음식료품,A,1998,2007,383,,
501Y027,"5.1.3.5. 손익 지표(1998~2007, 표본조사)",Group1,업종코드,D1541,D1541 빵류및 곡분과자,D154,D154 기타 식품,A,1998,2007,383,,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group1,보고기관,0710,생명보험회사,,,A,2004,2023,422,십억원 ,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group1,보고기관,0710,생명보험회사,,,M,200409,202409,5077,십억원 ,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group1,보고기관,0710,생명보험회사,,,Q,2004Q3,2024Q3,1706,십억원 ,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group2,지역코드,X00,전국,,,A,2004,2023,20,,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group2,지역코드,X00,전국,,,M,200409,202409,241,,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group2,지역코드,X00,전국,,,Q,2004Q3,2024Q3,81,,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group2,지역코드,A00,서울,,,A,2004,2023,20,,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group2,지역코드,A00,서울,,,M,200409,202409,241,,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group2,지역코드,A00,서울,,,Q,2004Q3,2024Q3,81,,
141Y008,1.2.3.3. 생명보험회사 지역별 수신(말잔),Group2,지역코드,B00,부산,,,A,2004,2023,20,,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group1,항목,T01,전가구 평균(만원),,,A,2012,2017,5112,만원 ,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group1,항목,T03,보유가구 중앙값(만원),,,A,2012,2017,5112,만원 ,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group1,항목,T04,보유가구 비율(%),,,A,2012,2017,5112,% ,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group2,부채보유 여부별,A0100,전체,,,A,2012,2017,5112,,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group2,부채보유 여부별,A0101,부채 보유,,,A,2012,2017,5112,,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group2,부채보유 여부별,A0102,부채 미보유,,,A,2012,2017,5112,,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group3,가구주 연령계층별(10세),B1600,전체,,,A,2012,2017,1917,,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group3,가구주 연령계층별(10세),B1606,39세 이하,,,A,2012,2017,1917,,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group3,가구주 연령계층별(10세),B1601,29세 이하,,,A,2012,2017,1917,,
903Y006,"8.7.2.5. 가구주연령계층별(10세) 자산, 부채, 소득 현황(2012~2017)",Group3,가구주 연령계층별(10세),B1602,30~39세,,,A,2012,2017,1917,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,1,총산출,,,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,2,중간소비,,,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,3,국내총부가가치,,,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,4,기타생산세 (공제)기타생산보조금,3,국내총부가가치,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,5,고정자본소모,3,국내총부가가치,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,6,국내요소소득,3,국내총부가가치,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,7,피용자보수,6,국내요소소득,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group1,금액구분코드,8,영업잉여,6,국내요소소득,A,1970,2022,1537,,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group2,계정항목,1101,농림어업,,,A,1970,2022,424,십억원 ,
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",Group2,계정항목,1201,광업,,,A,1970,2022,424,십억원 ,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,TOT,총계,,,A,2018,2023,228,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,TOT,총계,,,Q,2018Q1,2024Q2,988,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A1,국내,TOT,총계,A,2018,2023,228,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A1,국내,TOT,총계,Q,2018Q1,2024Q2,988,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A11,금융법인 ,A1,국내,A,2018,2023,228,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A11,금융법인 ,A1,국내,Q,2018Q1,2024Q2,988,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A111,한국은행,A11,금융법인 ,A,2018,2023,228,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A111,한국은행,A11,금융법인 ,Q,2018Q1,2024Q2,988,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A112,예금취급기관,A11,금융법인 ,A,2018,2023,228,,
282Y005,2.3.1.4.2.2. 순취득액(시가),Group1,제도부문코드,A112,예금취급기관,A11,금융법인 ,Q,2018Q1,2024Q2,988,,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA01000,합계,,,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA02000,산업재산권,IRPA01000,합계,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA02100,특허 및 실용신안권,IRPA02000,산업재산권,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA02200,디자인권,IRPA02000,산업재산권,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA02300,상표 및 프랜차이즈권,IRPA02000,산업재산권,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA02310,상표권,IRPA02300,상표 및 프랜차이즈권,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA02320,프랜차이즈영업권ㆍ판매권,IRPA02300,상표 및 프랜차이즈권,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA03000,저작권,IRPA01000,합계,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA03100,문화예술 저작권,IRPA03000,저작권,A,2014,2020,266,백만달러,
304Y019,"2.5.2.2.6. 지식재산권 무역수지(유형별, 산업별)",Group1,유형,IRPA03110,음악ㆍ영상저작권,IRPA03100,문화예술 저작권,A,2014,2020,266,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA100,상품수지,SA000,경상수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA000,경상수지,,,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA110,상품수출,SA100,상품수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA120,상품수입(FOB),SA100,상품수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA200,서비스수지,SA000,경상수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA210,서비스수입,SA200,서비스수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA220,서비스지급,SA200,서비스수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA2A0,가공서비스수지,SA200,서비스수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA2A1,가공서비스수입,SA2A0,가공서비스수지,M,198001,202410,538,백만달러,
301Y017,2.5.1.2. 경상수지(계절조정),Group1,경상수지(경상수지 S.A.),SA2A2,가공서비스지급,SA2A0,가공서비스수지,M,198001,202410,538,백만달러,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND01,농림어업,,,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND02,광업,,,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,MANU,제조업,,,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND03,음식료품 제조업,MANU,제조업,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND04,섬유 및 가죽제품 제조업,MANU,제조업,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND05,"목재, 종이, 인쇄 및 복제업",MANU,제조업,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND06,코크스 및 석유정제품 제조업,MANU,제조업,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND07,화학물질 및 화학제품 제조업,MANU,제조업,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND08,비금속광물제품 제조업,MANU,제조업,A,2000,2022,46,십억원 ,
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",Group1,계정항목,IND09,1차금속 제조업,MANU,제조업,A,2000,2022,46,십억원 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1A,신고건수 1),,,A,1980,2024,45,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1A,신고건수 1),,,M,198012,202409,526,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AE,유럽,FF1A,신고건수 1),A,1980,2024,45,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AE,유럽,FF1A,신고건수 1),M,198012,202409,526,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AC,북미,FF1A,신고건수 1),A,1980,2024,45,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AC,북미,FF1A,신고건수 1),M,198012,202409,526,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AF,아프리카,FF1A,신고건수 1),A,1980,2024,45,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AF,아프리카,FF1A,신고건수 1),M,198012,202409,526,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AD,중남미,FF1A,신고건수 1),A,1980,2024,45,건 ,
901Y060,3.4.1. 해외직접투자(신고기준),Group1,계정항목,FF1AD,중남미,FF1A,신고건수 1),M,198012,202409,526,건 ,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group1,항목,T01,전가구 평균(만원),,,A,2012,2017,3834,만원 ,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group1,항목,T03,보유가구 중앙값(만원),,,A,2012,2017,3834,만원 ,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group1,항목,T04,보유가구 비율(%),,,A,2012,2017,3834,% ,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group2,부채보유 여부별,A0100,전체,,,A,2012,2017,3834,,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group2,부채보유 여부별,A0101,부채 보유,,,A,2012,2017,3834,,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group2,부채보유 여부별,A0102,부채 미보유,,,A,2012,2017,3834,,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group3,자산5분위별,B2300,전체,,,A,2012,2017,1917,,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group3,자산5분위별,B2301,자산1분위,,,A,2012,2017,1917,,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group3,자산5분위별,B2302,자산2분위,,,A,2012,2017,1917,,
903Y011,"8.7.2.8. 자산5분위별 자산, 부채, 소득 현황(2012~2017)",Group3,자산5분위별,B2303,자산3분위,,,A,2012,2017,1917,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,ZZZ00,전산업,,,A,2015,2016,249,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,A01,A01 농업,,,A,2015,2016,249,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,A03,A03 어업,,,A,2015,2016,249,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,B,B 광업,,,A,2015,2016,249,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,C,C 제조업,,,A,2015,2016,249,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,C10,C10 식료품,C,C 제조업,A,2015,2016,249,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,C104,"C101-4 고기, 과실, 채소 및 유지 가공업",C10,C10 식료품,A,2015,2016,83,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,C105,C105 낙농제품 및 식용빙과류,C10,C10 식료품,A,2015,2016,83,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,C108,"C106,8 곡물가공품, 전분제품, 사료 및 조제식품",C10,C10 식료품,A,2015,2016,83,,
501Y049,"5.3.2. 재무상태표(중소기업기본법, 2015~2016)",Group1,업종코드,C107,C107 기타 식품,C10,C10 식료품,A,2015,2016,83,,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),A,농림어업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),B,광업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C01,음식료품제조업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C02,섬유 및 가죽제품 제조업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C03,"목재, 종이, 인쇄 및 복제업",,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C04,코크스 및 석유정제품 제조업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C05,화학물질 및 화학제품 제조업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C06,비금속광물제품 제조업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C07,1차금속 제조업,,,A,2015,2019,210,백만원 ,
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",Group1,수요부문(열),C08,금속가공제품 제조업,,,A,2015,2019,210,백만원 ,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C000000,순대외채권,,,A,1994,2023,30,백만달러,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C000000,순대외채권,,,Q,1994Q4,2024Q3,120,백만달러,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C500000,1.단기,C000000,순대외채권,A,1994,2023,30,백만달러,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C500000,1.단기,C000000,순대외채권,Q,1994Q4,2024Q3,120,백만달러,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C600000,2.장기,C000000,순대외채권,A,1994,2023,30,백만달러,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C600000,2.장기,C000000,순대외채권,Q,1994Q4,2024Q3,120,백만달러,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C100000,A.일반정부,C000000,순대외채권,A,1994,2023,30,백만달러,
311Y006,2.6.2.3. 순대외채권,Group1,계정코드,C100000,A.일반정부,C000000,순대외채권,Q,1994Q4,2024Q3,120,백만달러,
